10209,MAX & MADDY AND THE CHOCOLATE MONEY MYSTERY,Alexander McCall Smith,YES,0,Children,3.3,66,src\ImagesOthers\bookpic1.jpg
10210,YOU'RE THE ONE THAT I DON'T WANT,Alexandra Potter,YES,0,Romance,3.41,43,src\ImagesOthers\bookpic1.jpg
10211,THE COUNT OF MONTE CRISTO,Alexandre Dumas,YES,10,Adventure,2.46,2,src\ImagesOthers\bookpic1.jpg
10212,THE THREE MUSKETEERS,Alexandre Dumas,YES,15,Classic,4.09,100,src\ImagesOthers\bookpic1.jpg
10213,THE THREE MUSKETEERS,Alexandre Dumas,YES,13,Adventure,4.33,22,src\ImagesOthers\bookpic1.jpg
10214,THE SUMMER OF SERENDIPITY,Ali Mcnamara,YES,19,Historical Fiction Romance,4.59,28,src\ImagesOthers\bookpic1.jpg
10215,WALLBANGER,Alice Clayton,YES,22,Romance,2.61,48,src\ImagesOthers\bookpic1.jpg
10216,THE LOVELY BONES,Alice Sebold,YES,12,Fiction,4.28,29,src\ImagesOthers\bookpic1.jpg
10217,THE COLOR PURPLE,Alice Walker,YES,16,Historical Fiction,3.73,75,src\ImagesOthers\bookpic1.jpg
10218,UNDER THE JEWELLED SKY,Alison Mcqueen,YES,29,Indian Literature,3.95,34,src\ImagesOthers\bookpic1.jpg
10219,THE HENNA ARTIST,Alka Joshi,YES,0,Indian Literature,4.19,20,src\ImagesOthers\bookpic1.jpg
10220,ON SHIFTING SAND,Allison Pittman,YES,6,Romance Drama,3.79,21,src\ImagesOthers\bookpic1.jpg
10221,DANCE WITH WINGS,Amelia Carr,YES,3,Romance Fantasy,3.06,48,src\ImagesOthers\bookpic1.jpg
10222,THE JOY LUCK CLUB,Amy Tan,YES,9,Fiction,4.02,84,src\ImagesOthers\bookpic1.jpg
10223,TWISTED LOVE,Ana Huang,YES,2,Young Adult Romance,4.3,45,src\ImagesOthers\bookpic1.jpg
10224,OUT OF EGYPT,Andre Aciman,YES,16,Non Fiction Memoir,4.02,11,src\ImagesOthers\bookpic1.jpg
10225,CALL THE DYING,Andrew Taylor,YES,10,Romance Chicklit,2.39,34,src\ImagesOthers\bookpic1.jpg
10226,A DIFFERENT KIND OF EVIL,Andrew Wilson,YES,2,Mystery Crime Thriller,3.55,74,src\ImagesOthers\bookpic1.jpg
10227,THE NEW PATROL,Andy Mcnab,YES,9,Military Fiction,4.27,31,src\ImagesOthers\bookpic1.jpg
10228,THE MARTIAN,Andy Weir,YES,10,Science Fiction,3.73,23,src\ImagesOthers\bookpic1.jpg
10229,THE TURNER HOUSE,Angela Flournoy,YES,19,Family Secrets Drama,3.64,51,src\ImagesOthers\bookpic1.jpg
10230,THE GIRL WHO JUST WANTED TO BE LOVED,Angela Hart,YES,30,Nonfiction Memoir,4.3,45,src\ImagesOthers\bookpic1.jpg
10231,THE LAST DAYS OF DOGTOWN,Anita Diamant,YES,3,Historical Fiction,3.45,22,src\ImagesOthers\bookpic1.jpg
10232,FORTUNE ROCKS,Anita Shreve,YES,6,Historical Fiction,3.9,28,src\ImagesOthers\bookpic1.jpg
10233,RESCUE,Anita Shreve,YES,0,Romance Chicklit,3.36,59,src\ImagesOthers\bookpic1.jpg
10234,THE LAST TIME THEY MET,Anita Shreve,YES,6,Thriller Horror Suspense Mystery,3.67,28,src\ImagesOthers\bookpic1.jpg
10235,BLACK TONGUE,Anjana Basu,YES,3,,2.67,88,src\ImagesOthers\bookpic1.jpg
10236,THE SISTERHOOD OF THE TRAVELING PANTS,Ann Brashares,YES,13,Young Adult Fiction,4.77,99,src\ImagesOthers\bookpic1.jpg
10237,AGNES GREY,Anne Bronte,YES,21,Classic,2.21,60,src\ImagesOthers\bookpic1.jpg
10238,THE WINTER VAULT,Anne Michaels,YES,20,Historical Fiction,3.55,3,src\ImagesOthers\bookpic1.jpg
10239,THE WITCHING HOUR,Anne Rice,YES,7,Gothic Fiction,3.01,72,src\ImagesOthers\bookpic1.jpg
10240,FALL ON YOUR KNEES,Ann-Marie Mcdonalds,YES,4,Romance Chicklit,4.88,88,src\ImagesOthers\bookpic1.jpg
10241,A CLOCKWORK ORANGE,Anthony Burgess,YES,11,Science Fiction,4.87,72,src\ImagesOthers\bookpic1.jpg
10242,ARK ANGEL,Anthony Horowitz,YES,21,Young Adult Mystery,4.12,78,src\ImagesOthers\bookpic1.jpg
10243,THE LITTLE PRINCE,Antoine De Saint-Exupéry,YES,21,Children's Literature,4.13,86,src\ImagesOthers\bookpic1.jpg
10244,WIND SAND AND STARS,Antoine De Saint-Exupéry,YES,17,Memoir,1.79,80,src\ImagesOthers\bookpic1.jpg
10245,KATHERINE,Anya Seton,YES,23,Romance,3.61,45,src\ImagesOthers\bookpic1.jpg
10246,THE ADVENTURES OF SHERLOCK HOLMES,Arthur Conan Doyle,YES,12,Mystery,2.39,73,src\ImagesOthers\bookpic1.jpg
10247,MEMOIRS OF GEISHA,Arthur Golden,YES,18,Historical Fiction Romance Classic,4.15,34,src\ImagesOthers\bookpic1.jpg
10248,THE GOD OF SMALL THINGS,Arundhati Roy,YES,15,Fiction,1.45,4,src\ImagesOthers\bookpic1.jpg
10249,THE TIME TRAVELER'S WIFE,Audrey Niffenegger,YES,10,Romance,2.6,77,src\ImagesOthers\bookpic1.jpg
10250,ATLAS SHRUGGED,Ayn Rand,YES,28,Science Fiction,4.29,98,src\ImagesOthers\bookpic1.jpg
10251,THE FOUNTAINHEAD,Ayn Rand,YES,29,Philosophical Fiction,1.28,96,src\ImagesOthers\bookpic1.jpg
10252,THE CROWEATERS,Bapsi Sidhwa,YES,4,Pakistan Historical Fiction,3.77,51,src\ImagesOthers\bookpic1.jpg
10253,NOAH'S ARK,Barbara Trapido,YES,27,Chicklit,1.3,19,src\ImagesOthers\bookpic1.jpg
10254,THE CHIMNEY SWEEPER'S BOY,Barbara Vine,YES,10,Thriller,1.62,85,src\ImagesOthers\bookpic1.jpg
10255,PERFECT HARMONY,Barbara Wood,YES,3,Chicklit Romance,3.83,11,src\ImagesOthers\bookpic1.jpg
10256,HUSH HUSH,Becca Fitzpatrick,YES,30,Fantasy,4.15,24,src\ImagesOthers\bookpic1.jpg
10257,THE LONG WAY TO A SMALL ANGRY PLANET,Becky Chambers,YES,4,Fantasy Science Fiction,4.18,46,src\ImagesOthers\bookpic1.jpg
10258,THE LORDS OF THE NORTH,Bernard Cornwell,YES,24,Thriller,2.38,33,src\ImagesOthers\bookpic1.jpg
10259,VAGABOND,Bernard Cornwell,YES,17,Historical Fiction,4.13,37,src\ImagesOthers\bookpic1.jpg
10260,WHO KILLED DANIEL PEARL,Bernard Henri Levi,YES,9,Non Fiction History Politics Islam,3.68,69,src\ImagesOthers\bookpic1.jpg
10261,THE FLATSHARE,Beth O'Leary,YES,20,Romance,3.28,72,src\ImagesOthers\bookpic1.jpg
10262,NOT WITHOUT MY DAUGHTER,Betty Mahmoody,YES,12,Non Fiction Memoir Iran,4.15,16,src\ImagesOthers\bookpic1.jpg
10263,A WALK IN THE WOODS,Bill Bryson,YES,0,Non Fiction Travel Memoir Nature,4.06,37,src\ImagesOthers\bookpic1.jpg
10264,DRACULA,Bram Stoker,YES,23,Gothic Fiction,1.67,29,src\ImagesOthers\bookpic1.jpg
10265,DELANEY'S DESERT SHEIKH,Brenda Jackson,YES,18,Romance,4.47,3,src\ImagesOthers\bookpic1.jpg
10266,THE BINDING,Bridget Collins,YES,19,Fantasy Romance Magical Realism,3.87,43,src\ImagesOthers\bookpic1.jpg
10267,JUST MERCY,Bryan Stevenson,YES,8,Non Fiction Memoir,4.63,66,src\ImagesOthers\bookpic1.jpg
10268,THE POWER OF ONE,Bryce Courtenay,YES,30,Historical Fiction,1.05,80,src\ImagesOthers\bookpic1.jpg
10269,CAPTIVE IN THE DARK,C.J. Roberts,YES,18,Romance,1.64,37,src\ImagesOthers\bookpic1.jpg
10270,SOVEREIGN,C.J. Sansom,YES,5,Historical Fiction,3.58,16,src\ImagesOthers\bookpic1.jpg
10271,PRINCE CASPIAN: THE RETURN TO NARNIA,C.S. Lewis,YES,1,Fantasy,3.92,18,src\ImagesOthers\bookpic1.jpg
10272,THE CHRONICLES OF NARNIA,C.S. Lewis,YES,11,Fantasy,1.78,36,src\ImagesOthers\bookpic1.jpg
10273,THE HORSE AND HIS BOY,C.S. Lewis,YES,22,Fantasy,4.53,62,src\ImagesOthers\bookpic1.jpg
10274,THE LAST BATTLE,C.S. Lewis,YES,28,Fantasy,3.87,43,src\ImagesOthers\bookpic1.jpg
10275,THE LION THE WITCH AND THE WARDROBE,C.S. Lewis,YES,25,Fantasy,2.52,36,src\ImagesOthers\bookpic1.jpg
10276,THE MAGICIAN'S NEPHEW,C.S. Lewis,YES,25,Fantasy,1.95,74,src\ImagesOthers\bookpic1.jpg
10277,THE SILVER CHAIR,C.S. Lewis,YES,15,Fantasy,3.17,39,src\ImagesOthers\bookpic1.jpg
10278,THE VOYAGE OF THE DAWN TREADER,C.S. Lewis,YES,24,Fantasy,1.19,41,src\ImagesOthers\bookpic1.jpg
10279,ONE FIFTH AVENUE,Candace Bushnell,YES,30,Romance Chicklit,3.36,44,src\ImagesOthers\bookpic1.jpg
10280,THE SHADOW OF THE WIND,Carlos Ruiz Zafón,YES,23,Mystery,4.83,9,src\ImagesOthers\bookpic1.jpg
10281,THE SHADOW OF THE WIND,Carlos Ruiz Zafón,YES,7,Mystery,3.74,1,src\ImagesOthers\bookpic1.jpg
10282,A NEW KIND OF NORMAL,Carol Kent,YES,14,Inspirational,4.11,78,src\ImagesOthers\bookpic1.jpg
10283,CHRISTMAS CAKES & MISTLETOE NIGHTS,Carole Mathhews,YES,26,Romance,4.1,72,src\ImagesOthers\bookpic1.jpg
10284,CHRISTMAS FOR BEGINNERS BRAND NEW,Carole Mathhews,YES,26,Romance,4.21,41,src\ImagesOthers\bookpic1.jpg
10285,FORGET ME NOT,Carolee Dean,YES,10,Young Adult Paranormal Romance,3.92,56,src\ImagesOthers\bookpic1.jpg
10286,CLOCKWORK ANGEL,Cassandra Clare,YES,26,Fantasy,1.74,37,src\ImagesOthers\bookpic1.jpg
10287,CLOCKWORK PRINCE,Cassandra Clare,YES,19,Fantasy,4.21,42,src\ImagesOthers\bookpic1.jpg
10288,CLOCKWORK PRINCESS,Cassandra Clare,YES,7,Fantasy,2.35,26,src\ImagesOthers\bookpic1.jpg
10289,SOMETHING IN THE WATER,Catherine Steadman ,YES,24,Mystery Thriller Suspense,3.57,23,src\ImagesOthers\bookpic1.jpg
10290,SOMETHING IN THE WATER BRAND NEW,Catherine Steadman ,YES,14,Mystery Thriller Suspense,1.21,31,src\ImagesOthers\bookpic1.jpg
10291,SOMEONE LIKE YOU,Cathy Kelly,YES,22,Romance,3.93,40,src\ImagesOthers\bookpic1.jpg
10292,THE HONEY QUEEN,Cathy Kelly,YES,16,Chicklit Romance,3.9,86,src\ImagesOthers\bookpic1.jpg
10293,THE HOUSE ON WILLOW STREET,Cathy Kelly,YES,16,Chicklit Romance,3.82,37,src\ImagesOthers\bookpic1.jpg
10294,THE DUBLIN GIRLS,Cathy Mansell,YES,20,Historical Fiction,4.08,36,src\ImagesOthers\bookpic1.jpg
10295,NOT QUITE NICE BRAND NEW,Celia Imrie,YES,25,Chicklit Humor,3.3,43,src\ImagesOthers\bookpic1.jpg
10296,DEAD TO THE WORLD,Charlaine Harris,YES,26,Fantasy,3.48,51,src\ImagesOthers\bookpic1.jpg
10297,A TALE OF TWO CITIES,Charles Dickens,YES,6,Historical Fiction,4.29,65,src\ImagesOthers\bookpic1.jpg
10298,BARNABY RUDGE,Charles Dickens,YES,2,Political,1.83,0,src\ImagesOthers\bookpic1.jpg
10299,DAVID COPPERFIELD,Charles Dickens,YES,2,Classic,4.03,54,src\ImagesOthers\bookpic1.jpg
10300,GREAT EXPECTATIONS,Charles Dickens,YES,6,Classic Literature,3.79,90,src\ImagesOthers\bookpic1.jpg
10301,OLIVER TWIST,Charles Dickens,YES,30,Classic,3.88,0,src\ImagesOthers\bookpic1.jpg
10302,THE GREAT EXPECTATIONS,Charles Dickens,YES,1,Classic Fiction,4.22,5,src\ImagesOthers\bookpic1.jpg
10303,THE POWER OF HABIT,Charles Duhigg,YES,14,Psychology,1.65,52,src\ImagesOthers\bookpic1.jpg
10304,LONG WAY GONE,Charles Martin,YES,13,Inspirational Faith Adult Non Fiction,4.33,87,src\ImagesOthers\bookpic1.jpg
10305,JANE EYRE,Charlotte Brontë,YES,27,Romance,3.32,97,src\ImagesOthers\bookpic1.jpg
10306,MY FAVORITE MISTAKE,Chelsea M. Cameron,YES,16,Romance,4.37,8,src\ImagesOthers\bookpic1.jpg
10307,WILD,Cheryl Strayed,YES,13,Memoir,4.37,72,src\ImagesOthers\bookpic1.jpg
10308,FIVE POINT SOMEONE,Chetan Bhagat,YES,24,Indian Literature Romance,3.43,61,src\ImagesOthers\bookpic1.jpg
10309,HALF GIRLFRIEND,Chetan Bhagat,YES,1,Indian Literature Romance,3.13,22,src\ImagesOthers\bookpic1.jpg
10310,THINGS FALL APART,Chinua Achebe,YES,8,African Literature,2.65,46,src\ImagesOthers\bookpic1.jpg
10311,THE MISTRESS OF SPICES,Chitra Banerjee Divakaruni,YES,11,India Fantasy Romance,3.48,63,src\ImagesOthers\bookpic1.jpg
10312,THE VINE OF DESIRE,Chitra Banerjee Divakaruni,YES,18,Indian Literature Romance,3.53,9,src\ImagesOthers\bookpic1.jpg
10313,THE IMMORTALISTS,Chloe Benjamin,YES,30,Fiction,1.83,95,src\ImagesOthers\bookpic1.jpg
10314,THE HAPPINESS OF PURSUIT,Chris Guillebeau,YES,4,Non Fiction Self Help,3.7,7,src\ImagesOthers\bookpic1.jpg
10315,KILLING FOR COMPANY,Chris Ryan,YES,14,Military Fiction,4.03,53,src\ImagesOthers\bookpic1.jpg
10316,BEAUTIFUL BASTARD,Christina Lauren,YES,12,Romance,4.36,39,src\ImagesOthers\bookpic1.jpg
10317,JOSH AND HAZEL'S GUIDE TO NOT DATING,Christina Lauren,YES,15,Romance,2.42,77,src\ImagesOthers\bookpic1.jpg
10318,THE UNHONEYMOONERS,Christina Lauren,YES,9,Romance,1.87,40,src\ImagesOthers\bookpic1.jpg
10319,THE NIGHT OLIVIA FELL,Christina Mcdonald,YES,14,Mystery Thriller Suspense,3.88,91,src\ImagesOthers\bookpic1.jpg
10320,DARK PRINCE,Christine Feehan,YES,7,Romance,2.81,55,src\ImagesOthers\bookpic1.jpg
10321,ERAGON,Christopher Paolini,YES,19,Fantasy,1.4,66,src\ImagesOthers\bookpic1.jpg
10322,LOVE IS A FOUR-LETTER WORD,Claire Calman,YES,13,Romance Chicklit,3.68,88,src\ImagesOthers\bookpic1.jpg
10323,KEEP ME CLOSE,Clare Francis,YES,10,Mystery Crime Thriller,3.25,43,src\ImagesOthers\bookpic1.jpg
10324,WOMEN WHO RUN WITH THE WOLVES,Clarissa Pinkola Estés,YES,22,Psychology,3.71,89,src\ImagesOthers\bookpic1.jpg
10325,ME & YOU,Claudia Carroll,YES,2,Historical Fiction,3.56,55,src\ImagesOthers\bookpic1.jpg
10326,DEFY THE STARS,Claudia Grey,YES,1,Fantasy,2.49,5,src\ImagesOthers\bookpic1.jpg
10327,THE SILENT WORLD OF NICHOLAS QUINN INSPECTOR MORSE,Colin Dexter,YES,15,Mystery Crime Thriller,3.82,30,src\ImagesOthers\bookpic1.jpg
10328,NINE NOVEMBER,Colleen Hoover,YES,26,Young Adult Romance,3.5,95,src\ImagesOthers\bookpic1.jpg
10329,ALL YOUR PERFECTS,Colleen Hoover,YES,25,Young Adult Romance,4.5,9,src\ImagesOthers\bookpic1.jpg
10330,CONFESS,Colleen Hoover,YES,14,Romance,4.12,75,src\ImagesOthers\bookpic1.jpg
10331,FINDING CINDERELLA,Colleen Hoover,YES,24,Young Adult Romance,3.29,97,src\ImagesOthers\bookpic1.jpg
10332,HEART BONES,Colleen Hoover,YES,28,Young Adult Romance,3.05,76,src\ImagesOthers\bookpic1.jpg
10333,HOPELESS,Colleen Hoover,YES,0,Young Adult Romance,4.77,10,src\ImagesOthers\bookpic1.jpg
10334,IT ENDS WITH US,Colleen Hoover,YES,29,Young Adult Romance,3.03,87,src\ImagesOthers\bookpic1.jpg
10335,LOSING HOPE,Colleen Hoover,YES,18,Young Adult Romance,2.41,75,src\ImagesOthers\bookpic1.jpg
10336,MAYBE SOMEDAY,Colleen Hoover,YES,9,Young Adult Romance,3.59,65,src\ImagesOthers\bookpic1.jpg
10337,POINT OF RETREAT,Colleen Hoover,YES,9,Young Adult Romance,3.31,19,src\ImagesOthers\bookpic1.jpg
10338,REGRETTING YOU,Colleen Hoover,YES,29,Young Adult Romance,1.59,54,src\ImagesOthers\bookpic1.jpg
10339,REMINDERS OF HIM,Colleen Hoover,YES,30,Young Adult Romance,2.96,52,src\ImagesOthers\bookpic1.jpg
10340,SLAMMED,Colleen Hoover,YES,15,Young Adult Romance,4.62,29,src\ImagesOthers\bookpic1.jpg
10341,THIS GIRL,Colleen Hoover,YES,19,Young Adult Romance,2.75,67,src\ImagesOthers\bookpic1.jpg
10342,UGLY LOVE,Colleen Hoover,YES,2,Young Adult Romance,4.44,46,src\ImagesOthers\bookpic1.jpg
10343,VERITY,Colleen Hoover,YES,29,Young Adult Romance Thriller,1.26,86,src\ImagesOthers\bookpic1.jpg
10344,WITHOUT MERIT,Colleen Hoover,YES,30,Young Adult Romance,3.34,5,src\ImagesOthers\bookpic1.jpg
10345,THE THORN BIRDS,Colleen Mccullough,YES,21,Romance,4.55,24,src\ImagesOthers\bookpic1.jpg
10346,THE UNDERGROUND RAILROAD,Colson Whitehead,YES,7,Historical Fiction,1.2,84,src\ImagesOthers\bookpic1.jpg
10347,THE UNDERGROUND RAILROAD,Colson Whitehead,YES,28,Historical Fiction,4.28,60,src\ImagesOthers\bookpic1.jpg
10348,CONQUEROR,Conn Iggulden,YES,20,Historical Fiction War,4.45,74,src\ImagesOthers\bookpic1.jpg
10349,LORDS OF THE BOW,Conn Iggulden,YES,0,Historical Fiction War,4.36,31,src\ImagesOthers\bookpic1.jpg
10350,STORMBIRD,Conn Iggulden,YES,17,Historical Fiction War,3.92,92,src\ImagesOthers\bookpic1.jpg
10351,THE ROAD,Cormac Mccarthy,YES,14,Post-Apocalyptic,2.86,41,src\ImagesOthers\bookpic1.jpg
10352,INKHEART,Cornelia Funke,YES,23,Fantasy,4.72,19,src\ImagesOthers\bookpic1.jpg
10353,INKSPELL,Cornelia Funke,YES,27,Fantasy,4.28,73,src\ImagesOthers\bookpic1.jpg
10354,THE CORNISH CREAM TEA BOOKSHOP,Cressida Mclaughlin ,YES,3,Romance,4.33,12,src\ImagesOthers\bookpic1.jpg
10355,THAT NIGHT,Cyn Balog,YES,2,Young Adult Thriller Mystery Horror,3.62,36,src\ImagesOthers\bookpic1.jpg
10356,THE DESPERATE DIARY OF A COUNTRY HOUSEWIFE,Daisy Waugh,YES,19,Chicklit,3.02,80,src\ImagesOthers\bookpic1.jpg
10357,THE ART OF HAPPINESS,Dalai Lama And Howard Cutler,YES,29,Philosophy,4.44,14,src\ImagesOthers\bookpic1.jpg
10358,HOW TO WIN FRIENDS & INFLUENCE PEOPLE,Dale Carnegie,YES,13,Self Help Psychology Personal Development,4.22,34,src\ImagesOthers\bookpic1.jpg
10359,HOT HEAD,Damon Suede,YES,23,Romance,3.19,64,src\ImagesOthers\bookpic1.jpg
10360,DECEPTION POINT,Dan Brown,YES,6,Political,4.82,91,src\ImagesOthers\bookpic1.jpg
10361,ORIGIN,Dan Brown,YES,12,Thriller Mystery Suspense,3.89,39,src\ImagesOthers\bookpic1.jpg
10362,THE DA VINCI CODE,Dan Brown,YES,1,Mystery,2.31,15,src\ImagesOthers\bookpic1.jpg
10363,THE DAVINCI CODE,Dan Brown,YES,22,Thriller,4.78,72,src\ImagesOthers\bookpic1.jpg
10364,THE LOST SYMBOL,Dan Brown,YES,22,Thriller,2.04,28,src\ImagesOthers\bookpic1.jpg
10365,WHITE DEATH,Daniel Blake,YES,25,Crime,3.52,1,src\ImagesOthers\bookpic1.jpg
10366,RAGDOLL,Daniel Cole,YES,4,Thriller Crime Mystery,3.87,15,src\ImagesOthers\bookpic1.jpg
10367,IN OTHER ROOMS OTHER WONDERS,Daniyal Mueenuddin,YES,3,Pakistan Literary Fiction,3.76,58,src\ImagesOthers\bookpic1.jpg
10368,THE DIVINE COMEDY,Dante Alighieri,YES,30,Epic Poetry,2.54,60,src\ImagesOthers\bookpic1.jpg
10369,A MINUTE TO MIDNIGHT,David Baldacci,YES,25,Thriller,2.7,19,src\ImagesOthers\bookpic1.jpg
10370,ABSOLUTE POWER,David Baldacci,YES,2,Thriller Mystery,3.46,10,src\ImagesOthers\bookpic1.jpg
10371,DAYLIGHT,David Baldacci,YES,22,Thriller,3.45,91,src\ImagesOthers\bookpic1.jpg
10372,DELIVER US FROM EVIL,David Baldacci,YES,0,Thriller,1.5,4,src\ImagesOthers\bookpic1.jpg
10373,DIVINE JUSTICE,David Baldacci,YES,25,Thriller,2.46,95,src\ImagesOthers\bookpic1.jpg
10374,END GAME,David Baldacci,YES,21,Thriller,1.87,72,src\ImagesOthers\bookpic1.jpg
10375,FIRST FAMILY,David Baldacci,YES,19,Thriller,1.1,80,src\ImagesOthers\bookpic1.jpg
10376,HELL'S CORNER,David Baldacci,YES,10,Thriller,4.58,97,src\ImagesOthers\bookpic1.jpg
10377,HOUR GAME,David Baldacci,YES,12,Thriller Mystery,3.19,41,src\ImagesOthers\bookpic1.jpg
10378,KING AND MAXWELL SERIES,David Baldacci,YES,1,Thriller,2.58,37,src\ImagesOthers\bookpic1.jpg
10379,LAST MAN STANDING,David Baldacci,YES,1,Thriller,3.24,84,src\ImagesOthers\bookpic1.jpg
10380,LONG ROAD TO MERCY,David Baldacci,YES,2,Mystery Crime Thriller,3.92,45,src\ImagesOthers\bookpic1.jpg
10381,LONG ROAD TO MERCY,David Baldacci,YES,6,Thriller,1.27,28,src\ImagesOthers\bookpic1.jpg
10382,MEMORY MAN,David Baldacci,YES,12,Thriller,1.71,65,src\ImagesOthers\bookpic1.jpg
10383,NO MAN'S LAND,David Baldacci,YES,2,Thriller,2.94,65,src\ImagesOthers\bookpic1.jpg
10384,ONE SUMMER,David Baldacci,YES,11,Fiction Romance,1.98,50,src\ImagesOthers\bookpic1.jpg
10385,REDEMPTION,David Baldacci,YES,6,Thriller,2.18,97,src\ImagesOthers\bookpic1.jpg
10386,SAVING FAITH,David Baldacci,YES,6,Thriller,4.39,21,src\ImagesOthers\bookpic1.jpg
10387,SPLIT SECOND,David Baldacci,YES,16,Thriller,2.23,43,src\ImagesOthers\bookpic1.jpg
10388,STONE COLD,David Baldacci,YES,20,Thriller,3.57,26,src\ImagesOthers\bookpic1.jpg
10389,THE CAMEL CLUB,David Baldacci,YES,26,Political,2.78,3,src\ImagesOthers\bookpic1.jpg
10390,THE CHRISTMAS TRAIN,David Baldacci,YES,6,Fiction Romance,2.61,83,src\ImagesOthers\bookpic1.jpg
10391,THE COLLECTORS,David Baldacci,YES,22,Thriller,3.15,63,src\ImagesOthers\bookpic1.jpg
10392,THE FIX,David Baldacci,YES,25,Thriller,4.76,2,src\ImagesOthers\bookpic1.jpg
10393,THE FORGOTTEN,David Baldacci,YES,8,Thriller,4.24,27,src\ImagesOthers\bookpic1.jpg
10394,THE GUILTY,David Baldacci,YES,16,Thriller,3.57,29,src\ImagesOthers\bookpic1.jpg
10395,THE HIT,David Baldacci,YES,6,Thriller,4.77,46,src\ImagesOthers\bookpic1.jpg
10396,THE INNOCENT,David Baldacci,YES,10,Thriller,2.79,2,src\ImagesOthers\bookpic1.jpg
10397,THE LAST MILE,David Baldacci,YES,0,Thriller,2.02,37,src\ImagesOthers\bookpic1.jpg
10398,THE SIMPLE TRUTH,David Baldacci,YES,14,Thriller Mystery,3.85,64,src\ImagesOthers\bookpic1.jpg
10399,THE TARGET,David Baldacci,YES,3,Thriller,4.6,42,src\ImagesOthers\bookpic1.jpg
10400,THE WHOLE TRUTH,David Baldacci,YES,16,Thriller Mystery,4.06,55,src\ImagesOthers\bookpic1.jpg
10401,THE WHOLE TRUTH,David Baldacci,YES,19,Thriller,3.59,18,src\ImagesOthers\bookpic1.jpg
10402,THE WINNER,David Baldacci,YES,19,Thriller,1.48,96,src\ImagesOthers\bookpic1.jpg
10403,TOTAL CONTROL,David Baldacci,YES,27,Thriller,4.53,90,src\ImagesOthers\bookpic1.jpg
10404,TRUE BLUE,David Baldacci,YES,19,Thriller Mystery,1.29,87,src\ImagesOthers\bookpic1.jpg
10405,WALK THE WIRE,David Baldacci,YES,1,Thriller,1.26,61,src\ImagesOthers\bookpic1.jpg
10406,WISH YOU WELL,David Baldacci,YES,8,Fiction Drama,2.89,8,src\ImagesOthers\bookpic1.jpg
10407,ZERO DAY,David Baldacci,YES,13,Thriller,4.83,3,src\ImagesOthers\bookpic1.jpg
10408,THE ROAD TO CHARACTER,David Brooks,YES,7,Non Fiction,2.44,7,src\ImagesOthers\bookpic1.jpg
10409,THE MAGICALWORLD OF HARRY POTTER,David Colbert,YES,3,Young Adult Fantasy,3.99,4,src\ImagesOthers\bookpic1.jpg
10410,THE BONE CLOCKS,David Mitchell,YES,14,Fantasy Science Fiction,3.84,63,src\ImagesOthers\bookpic1.jpg
10411,ONE DAY,David Nicholls,YES,8,Romance,1.01,71,src\ImagesOthers\bookpic1.jpg
10412,OH DEAR SILVIA,Dawn French,YES,12,Fiction Mystery,3.26,98,src\ImagesOthers\bookpic1.jpg
10413,ONE DOOR AWAY FROM HEAVEN,Dean Koontz,YES,7,Fantasy Thriller Paranormal Horror Science Fiction,3.99,3,src\ImagesOthers\bookpic1.jpg
10414,SOMETHING TO HIDE,Deborah Moggach,YES,11,Mystery Romance Drama,3.75,83,src\ImagesOthers\bookpic1.jpg
10415,WHERE THE CRAWDADS SING,Delia Owens,YES,1,Romance,4.17,45,src\ImagesOthers\bookpic1.jpg
10416,WHERE THE CRAWDADS SING,Delia Owens,YES,19,Mystery,3.7,33,src\ImagesOthers\bookpic1.jpg
10417,CRESCENT,Diana Abu-Jaber,YES,11,Romance,3.8,4,src\ImagesOthers\bookpic1.jpg
10418,OUTLANDER,Diana Gabaldon,YES,6,Romance,2.29,42,src\ImagesOthers\bookpic1.jpg
10419,THE ZOOKEEPER'S WIFE,Diane Ackerman,YES,29,Non-Fiction,4.86,39,src\ImagesOthers\bookpic1.jpg
10420,KEEPER OF THE LIGHT,Diane Chamberlain,YES,28,Romance Chicklit Mystery,3.99,73,src\ImagesOthers\bookpic1.jpg
10421,ONCE UPON A RIVER,Diane Setterfield,YES,4,Historical Fiction Magical Realism Fantasy,3.95,11,src\ImagesOthers\bookpic1.jpg
10422,RUNAWAY WIDOW ,Dilly Court,YES,17,Fiction,4.47,33,src\ImagesOthers\bookpic1.jpg
10423,THE MISTLETOE SELLER,Dilly Court,YES,27,Historical Fiction Romance,4.32,55,src\ImagesOthers\bookpic1.jpg
10424,BEFORE THE RAINS,Dinah Jefferies,YES,10,Romance Drama,3.92,61,src\ImagesOthers\bookpic1.jpg
10425,THE GOLDFINCH,Donna Tartt,YES,5,Fiction,1.71,66,src\ImagesOthers\bookpic1.jpg
10426,THE SECRET HISTORY,Donna Tartt,YES,2,Mystery,3.91,56,src\ImagesOthers\bookpic1.jpg
10427,THE HITCHHIKER'S GUIDE TO THE GALAXY,Douglas Adams,YES,21,Science Fiction,1.49,33,src\ImagesOthers\bookpic1.jpg
10428,REAL LIVE BOYFRIENDS,E. Lockhart,YES,15,Young Adult Romance,3.97,50,src\ImagesOthers\bookpic1.jpg
10429,THE RAILWAY CHILDREN,E. Nesbit,YES,26,Classic,3.13,65,src\ImagesOthers\bookpic1.jpg
